Username,URL,Followers,Following,Tweets,Raw_Score,FinalScore
rung_sven,https://x.com/rung_sven,128,270,5,80,89
aibridigest,https://x.com/aibridigest,355,428,560,80,89
TDWL96,https://x.com/TDWL96,0,163,19,80,89
vvdlvz,https://x.com/vvdlvz,122,533,23,80,89
eltomos,https://x.com/eltomos,326,2025,4697,80,89
Dampo99,https://x.com/Dampo99,95,184,15,80,89
dally384737383,https://x.com/dally384737383,162,14,67,80,89
hahnahahna,https://x.com/hahnahahna,7,89,5136,80,89
Vedvedsica_,https://x.com/Vedvedsica_,23,751,123,80,89
VladimirJ12,https://x.com/VladimirJ12,39,83,7,80,89
Naturerulesrich,https://x.com/Naturerulesrich,155,115,6,80,89
coinsanlysis,https://x.com/coinsanlysis,29,484,846,80,89
CekiChe,https://x.com/CekiChe,22,47,9,80,89
jasonlovelace20,https://x.com/jasonlovelace20,102,109,4,80,89
CTFlemingo,https://x.com/CTFlemingo,39,940,205,80,89
Tobyj314,https://x.com/Tobyj314,962,3130,988,80,89
NickSposa,https://x.com/NickSposa,55,88,3,80,89
Nel49642542M,https://x.com/Nel49642542M,8,108,389,80,89
myktweetz,https://x.com/myktweetz,72,2125,715,80,89
Kjeldse87922513,https://x.com/Kjeldse87922513,111,56,1,80,89
ckaraneen,https://x.com/ckaraneen,136,580,13,80,89
JoshuaBMiller,https://x.com/JoshuaBMiller,89,292,23,80,89
p3rmissionl3ss,https://x.com/p3rmissionl3ss,347,1163,319,80,89
ObviouslyNPC,https://x.com/ObviouslyNPC,96,40,87,80,89
Michalis_trades,https://x.com/Michalis_trades,297,320,22,80,89
Dmiivict,https://x.com/Dmiivict,0,200,4,80,89
RDanger24,https://x.com/RDanger24,69,84,8,80,89
87rafadr,https://x.com/87rafadr,64,369,243,80,89
JohnSma66100955,https://x.com/JohnSma66100955,20,4,0,80,89
plsr2kx,https://x.com/plsr2kx,78,101,2,80,89
Ann_G_Ry,https://x.com/Ann_G_Ry,234,2392,4577,80,89
UzTamBudem,https://x.com/UzTamBudem,149,23,282,80,89
jeffreypenen,https://x.com/jeffreypenen,152,143,8,80,89
bepartal,https://x.com/bepartal,125,955,12,80,89
Challenger762,https://x.com/Challenger762,45,259,368,80,89
Chris_Briceno,https://x.com/Chris_Briceno,29,867,271,80,89
ILEaggie,https://x.com/ILEaggie,30,12,0,80,89
JerreMaierImage,https://x.com/JerreMaierImage,550,111,991,80,89
frederick362,https://x.com/frederick362,16,411,264,80,89
nadialewis,https://x.com/nadialewis,91,148,11,80,89
eklund_eron,https://x.com/eklund_eron,197,196,8,80,89
nickjordan1313,https://x.com/nickjordan1313,41,189,42,80,89
kvkay,https://x.com/kvkay,97,389,899,80,89
alanpringle9,https://x.com/alanpringle9,121,102,2,80,89
gihapa40,https://x.com/gihapa40,159,252,72,80,89
Dainius94534001,https://x.com/Dainius94534001,50,112,3,80,89
coov_x,https://x.com/coov_x,2211,845,20409,80,89
dodo13727867,https://x.com/dodo13727867,0,180,0,80,89
GMaczuga,https://x.com/GMaczuga,74,387,1755,80,89
Davey_Dark,https://x.com/Davey_Dark,155,115,1,80,89
Optionlandia,https://x.com/Optionlandia,68,1149,284,80,89
profexecutor,https://x.com/profexecutor,21,19,2,80,89
CharbyD,https://x.com/CharbyD,141,75,0,80,89
Edwardywu,https://x.com/Edwardywu,283,925,595,80,89
wilhelmscott,https://x.com/wilhelmscott,393,639,13,80,89
Caio95738581,https://x.com/Caio95738581,111,1164,3438,80,89
fgolod1,https://x.com/fgolod1,185,261,0,80,89
trvntr,https://x.com/trvntr,10,878,5414,80,89
GoGoblinGo,https://x.com/GoGoblinGo,154,221,1,80,89
JoseBam_Ghost,https://x.com/JoseBam_Ghost,43,58,12,80,89
shangoman,https://x.com/shangoman,156,473,1965,80,89
scottishlore,https://x.com/scottishlore,111,32,80,80,89
dpipeII,https://x.com/dpipeII,621,891,839,80,89
Ralf78893883,https://x.com/Ralf78893883,78,67,0,80,89
satsutakka,https://x.com/satsutakka,373,202,788,80,89
raytallica24,https://x.com/raytallica24,12,261,74,80,89
sendcapital,https://x.com/sendcapital,260,1038,828,80,89
DannyTrader05,https://x.com/DannyTrader05,202,324,9,80,89
cryptomermaid63,https://x.com/cryptomermaid63,70,37,125,80,89
dumper_cap,https://x.com/dumper_cap,103,60,7,80,89
578N0312,https://x.com/578N0312,2,250,80,80,89
Cryptogold55379,https://x.com/Cryptogold55379,107,29,11,80,89
Sctrojan1978,https://x.com/Sctrojan1978,652,3122,18289,80,89
ReisDeusenilton,https://x.com/ReisDeusenilton,31,87,6,80,89
TallManGardens,https://x.com/TallManGardens,44,425,172,80,89
atotheb1980,https://x.com/atotheb1980,279,143,66,80,89
Qezwuty,https://x.com/Qezwuty,288,297,1,80,89
ixisate,https://x.com/ixisate,158,1046,14,80,89
AndreVdMerwe,https://x.com/AndreVdMerwe,101,127,78,80,89
SydneyL82907862,https://x.com/SydneyL82907862,0,42,0,80,89
Cynthia84601607,https://x.com/Cynthia84601607,1195,2068,41,80,89
BitcoinBaphomet,https://x.com/BitcoinBaphomet,398,390,23,80,89
roza58530,https://x.com/roza58530,133,167,241,80,89
DeFi_Rehab,https://x.com/DeFi_Rehab,43,412,27,80,89
GinaDoe1980,https://x.com/GinaDoe1980,0,160,0,80,89
jiro_haga,https://x.com/jiro_haga,88,177,0,80,89
iamthinksnow,https://x.com/iamthinksnow,39,265,1049,80,89
RetoZurbuchen,https://x.com/RetoZurbuchen,8,176,50,80,89
dillim_r,https://x.com/dillim_r,45,34,0,80,89
suits2030,https://x.com/suits2030,113,63,0,80,89
cnhind1,https://x.com/cnhind1,21,5,0,80,89
rmcooke88,https://x.com/rmcooke88,6,2,1,80,89
inheritingbtc,https://x.com/inheritingbtc,233,182,632,80,89
RiseX_global,https://x.com/RiseX_global,139,40,29,80,89
Harcripto,https://x.com/Harcripto,361,0,207,80,89
kylenelson38,https://x.com/kylenelson38,94,91,4,80,89
Nate623,https://x.com/Nate623,288,1211,25,80,89
YungGZ11,https://x.com/YungGZ11,75,231,20,80,89
Ruchika103,https://x.com/Ruchika103,106,1202,378,80,89
actalix,https://x.com/actalix,28,229,588,80,89
Sonoran_capital,https://x.com/Sonoran_capital,5,309,55,80,89
CouchFuturist,https://x.com/CouchFuturist,162,107,68,80,89
BTCEnergyRev,https://x.com/BTCEnergyRev,144,53,4,80,89
promtcoin45,https://x.com/promtcoin45,126,810,30,80,89
zHarpua,https://x.com/zHarpua,71,45,1,80,89
therealbpugh,https://x.com/therealbpugh,0,535,2,80,89
IHAVEAVISION,https://x.com/IHAVEAVISION,540,4931,3087,80,89
Leisa429406,https://x.com/Leisa429406,37,104,1,80,89
kommers_marcelo,https://x.com/kommers_marcelo,1,237,178,80,89
Kelly7Teo,https://x.com/Kelly7Teo,23,184,76,80,89
Laozi,https://x.com/Laozi,243,454,29,80,89
addumm,https://x.com/addumm,862,3600,2344,80,89
VikCryptoLFG,https://x.com/VikCryptoLFG,46,46,2,80,89
francis_ariah,https://x.com/francis_ariah,240,442,34,80,89
OosthuizenRob1,https://x.com/OosthuizenRob1,1082,896,650,80,89
CharlesHawes,https://x.com/CharlesHawes,95,68,0,80,89
LawreneccLepard,https://x.com/LawreneccLepard,223,1940,136,80,89
SsenyonjoNelso2,https://x.com/SsenyonjoNelso2,316,462,15,80,89
btcavocado,https://x.com/btcavocado,61,4,58,80,89
YB_1301,https://x.com/YB_1301,255,1122,1068,80,89
0boga0,https://x.com/0boga0,31,237,11,80,89
ThuraiGows51003,https://x.com/ThuraiGows51003,219,66,74,80,89
IcetroutC,https://x.com/IcetroutC,150,548,1686,80,89
authenticdrake,https://x.com/authenticdrake,25,12,2,80,89
rntsilver,https://x.com/rntsilver,375,3565,202,80,89
TuurDemeesster1,https://x.com/TuurDemeesster1,146,1100,16,80,89
tamchin2023,https://x.com/tamchin2023,48,63,0,80,89
Ron43713953,https://x.com/Ron43713953,61,143,0,80,89
giovann34096376,https://x.com/giovann34096376,18,216,387,80,89
naeschdy,https://x.com/naeschdy,45,107,1,80,89
simbibimbi007,https://x.com/simbibimbi007,337,1849,46,80,89
HunhQuangM2,https://x.com/HunhQuangM2,0,161,0,80,89
ibenjeddi,https://x.com/ibenjeddi,12,108,20,80,89
alextahlberg,https://x.com/alextahlberg,419,548,0,80,89
JazminEnri_pa,https://x.com/JazminEnri_pa,20,21,11,80,89
Marilyn_Colpitt,https://x.com/Marilyn_Colpitt,198,2230,1905,80,89
niftysovereign,https://x.com/niftysovereign,93,116,606,80,89
JoinTransform10,https://x.com/JoinTransform10,94,14,5,80,89
shinysparklegem,https://x.com/shinysparklegem,74,371,449,80,89
VinoChad,https://x.com/VinoChad,156,423,84,80,89
thurealdominado,https://x.com/thurealdominado,1987,222,7,80,89
wesley_shipwash,https://x.com/wesley_shipwash,91,161,0,80,89
allfingphysics,https://x.com/allfingphysics,332,222,689,80,89
Vinaykn85,https://x.com/Vinaykn85,238,179,0,80,89
heisembergMIX,https://x.com/heisembergMIX,9,40,78,80,89
jollykjjoseph,https://x.com/jollykjjoseph,21,93,40,80,89
ansdeblauwe,https://x.com/ansdeblauwe,0,905,1,80,89
saaspden,https://x.com/saaspden,224,673,857,80,89
Josh02138771,https://x.com/Josh02138771,90,60,1,80,89
Bryan8094215482,https://x.com/Bryan8094215482,470,530,1314,80,89
alexs702077139,https://x.com/alexs702077139,116,250,0,80,89
macro_minute,https://x.com/macro_minute,14,7,0,80,89
cryptoboone,https://x.com/cryptoboone,9,922,67,80,89
AJarombek,https://x.com/AJarombek,159,35,2,80,89
pursuenetworkin,https://x.com/pursuenetworkin,88,203,0,80,89
LicenseToHODL,https://x.com/LicenseToHODL,97,203,1,80,89
MilleMille222,https://x.com/MilleMille222,104,73,0,80,89
Celjeta22,https://x.com/Celjeta22,262,687,1,80,89
hamishjones,https://x.com/hamishjones,2524,3016,25123,80,89
HalCynthia,https://x.com/HalCynthia,228,600,34,80,89
DanielSteaSRG,https://x.com/DanielSteaSRG,228,342,0,80,89
Brad_Harris7,https://x.com/Brad_Harris7,85,258,122,80,89
iceonchain1,https://x.com/iceonchain1,434,1681,203,80,89
Ringiana,https://x.com/Ringiana,85,919,766,80,89
ToNYpappas_,https://x.com/ToNYpappas_,79,178,1,80,89
tschakobi,https://x.com/tschakobi,82,50,0,80,89
kelly_teo_2,https://x.com/kelly_teo_2,8,39,38,80,89
JavierLopez_JLC,https://x.com/JavierLopez_JLC,30,57,41,80,89
Duncan756,https://x.com/Duncan756,293,152,1,80,89
Haiej4,https://x.com/Haiej4,95,866,347,80,89
Phil03891963,https://x.com/Phil03891963,0,197,4,80,89
swpwilliams,https://x.com/swpwilliams,383,284,1002,80,89
AlexJayBaker94,https://x.com/AlexJayBaker94,47,153,31,80,89
DeHerdtT,https://x.com/DeHerdtT,82,375,19,80,89
sideshowguy1,https://x.com/sideshowguy1,90,62,0,80,89
StianDanielsen4,https://x.com/StianDanielsen4,78,66,2,80,89
Jolly_Hodl,https://x.com/Jolly_Hodl,324,193,152,80,89
Cellito6,https://x.com/Cellito6,69,85,0,80,89
nickmeijer1993,https://x.com/nickmeijer1993,40,79,3,80,89
batfrenz9847,https://x.com/batfrenz9847,121,93,207,80,89
Gobslayer1991,https://x.com/Gobslayer1991,254,241,330,80,89
kes87657,https://x.com/kes87657,11,76,14,80,89
Malsonddi,https://x.com/Malsonddi,433,2098,2849,80,89
Ariki91,https://x.com/Ariki91,52,221,562,80,89
meomeo_32,https://x.com/meomeo_32,1722,213,8,80,89
shortcuts4mac,https://x.com/shortcuts4mac,0,632,0,80,89
gotgoxed,https://x.com/gotgoxed,1304,4938,4980,80,89
galedsg,https://x.com/galedsg,273,703,4,80,89
QT458,https://x.com/QT458,11,46,14,80,89
MaciejJ47397855,https://x.com/MaciejJ47397855,38,276,44,80,89
jes_jax,https://x.com/jes_jax,208,233,1,80,89
f_f93339,https://x.com/f_f93339,517,1723,645,80,89
donpacoin,https://x.com/donpacoin,88,227,1,80,89
JoeDog900,https://x.com/JoeDog900,353,628,552,80,89
bruce_alex_,https://x.com/bruce_alex_,125,347,8,80,89
goddessescake,https://x.com/goddessescake,38,221,79,80,89
cryptometaday,https://x.com/cryptometaday,105,494,822,80,89
SwifftyBG,https://x.com/SwifftyBG,71,83,9,80,89
rizzizn,https://x.com/rizzizn,389,231,502,80,89
mpmatthew34,https://x.com/mpmatthew34,5,558,743,80,89
BFJoe3,https://x.com/BFJoe3,374,494,0,80,89
Sebartha30,https://x.com/Sebartha30,107,660,662,80,89
Eugenius1281,https://x.com/Eugenius1281,30,474,138,80,89
saturnrighteth,https://x.com/saturnrighteth,209,227,1,80,89
savemybitcoin,https://x.com/savemybitcoin,246,60,240,80,89
WishXplores,https://x.com/WishXplores,178,580,178,80,89
bradfordklim,https://x.com/bradfordklim,0,13,1,80,89
quigkrigley,https://x.com/quigkrigley,158,101,50,80,89
Orcus1306,https://x.com/Orcus1306,115,64,9,80,89
gblf94,https://x.com/gblf94,0,52,0,80,89
AlyssaMcClure20,https://x.com/AlyssaMcClure20,0,1400,29,80,89
BWealthyAndFree,https://x.com/BWealthyAndFree,618,2802,5215,80,89
TheBlockzilla,https://x.com/TheBlockzilla,61,683,251,80,89
Makena90210,https://x.com/Makena90210,192,212,341,80,89
Wolf77369583,https://x.com/Wolf77369583,155,345,0,80,89
Eleftheta,https://x.com/Eleftheta,104,652,44,80,89
Kimtim2009,https://x.com/Kimtim2009,43,529,227,80,89
Camelhold,https://x.com/Camelhold,320,1709,891,80,89
slubbert,https://x.com/slubbert,113,1310,3430,80,89
DanOMahony26421,https://x.com/DanOMahony26421,31,37,0,80,89
WaqasAli745,https://x.com/WaqasAli745,31,119,38,80,89
alfi1238440532,https://x.com/alfi1238440532,470,624,510,80,89
ErtugrulKl12,https://x.com/ErtugrulKl12,64,1973,975,80,89
Holos1618,https://x.com/Holos1618,0,2040,0,80,89
stawarwrrr,https://x.com/stawarwrrr,118,100,42,80,89
tamagi11,https://x.com/tamagi11,1,1305,110,80,89
Ireznu,https://x.com/Ireznu,147,152,0,80,89
airdp10,https://x.com/airdp10,12,311,110,80,89
BitClassics,https://x.com/BitClassics,489,2922,746,80,89
h_abibk,https://x.com/h_abibk,54,136,5,80,89
RoelSigt,https://x.com/RoelSigt,49,766,206,80,89
lyall_dan,https://x.com/lyall_dan,261,302,0,80,89
bitkatze,https://x.com/bitkatze,179,261,11,80,89
Adavarus,https://x.com/Adavarus,340,204,913,80,89
cryptorelations,https://x.com/cryptorelations,196,341,23,80,89
BBGC1k,https://x.com/BBGC1k,158,232,5,80,89
anon70,https://x.com/anon70,148,497,25,80,89
obeenalan,https://x.com/obeenalan,146,580,494,80,89
GregoryMandryk,https://x.com/GregoryMandryk,0,503,0,80,89
M1Moji,https://x.com/M1Moji,615,2338,1277,80,89
filip_harald,https://x.com/filip_harald,201,374,3,80,89
Langh24,https://x.com/Langh24,2,809,1608,80,89
YoEndooo,https://x.com/YoEndooo,244,111,167,80,89
chapmach,https://x.com/chapmach,415,1361,17,80,89
Cephei_Virti,https://x.com/Cephei_Virti,49,226,105,80,89
centrovertscott,https://x.com/centrovertscott,322,673,477,80,89
ShyloWrite,https://x.com/ShyloWrite,641,2827,884,80,89
JamesGeneraux,https://x.com/JamesGeneraux,47,58,9,80,89
fertxus,https://x.com/fertxus,18,174,32,80,89
benjames35,https://x.com/benjames35,0,272,0,80,89
efecini,https://x.com/efecini,551,434,1435,80,89
KroMoPiLa,https://x.com/KroMoPiLa,265,78,677,80,89
Deldel06182381,https://x.com/Deldel06182381,132,248,1,80,89
IdoLuft,https://x.com/IdoLuft,243,580,2,80,89
puto_pako,https://x.com/puto_pako,237,1633,3996,80,89
_024372880998,https://x.com/_024372880998,80,52,4,80,89
Blueduck203,https://x.com/Blueduck203,192,788,34,80,89
dataisgold8,https://x.com/dataisgold8,377,375,1540,80,89
DanCarter468,https://x.com/DanCarter468,69,234,12,80,89
andreiashu,https://x.com/andreiashu,498,1526,958,80,89
social_larva,https://x.com/social_larva,222,157,58,80,89
SuciDwi81030712,https://x.com/SuciDwi81030712,84,69,0,80,89
TTBoelter,https://x.com/TTBoelter,108,49,0,80,89
Cassie_C_Hull,https://x.com/Cassie_C_Hull,248,998,14,80,89
YodaOwl,https://x.com/YodaOwl,27,277,651,80,89
com_hristo,https://x.com/com_hristo,27,13,0,80,89
moneyprotocols,https://x.com/moneyprotocols,228,1109,32,80,89
jackal_DG,https://x.com/jackal_DG,223,1543,11,80,89
darrenpro,https://x.com/darrenpro,34,30,2,80,89
21BitcoinMaxi,https://x.com/21BitcoinMaxi,319,228,1263,80,89
BrownSarah57543,https://x.com/BrownSarah57543,99,138,16,80,89
LiquidDoncic,https://x.com/LiquidDoncic,970,1936,629,80,89
AlejandroFMB,https://x.com/AlejandroFMB,281,1126,14133,80,89
Balzy1117,https://x.com/Balzy1117,389,1855,70,80,89
pabloglau,https://x.com/pabloglau,32,441,55,80,89
chrisx10109,https://x.com/chrisx10109,2,5,1,80,89
nordicblu00232,https://x.com/nordicblu00232,293,149,106,80,89
lars02193633,https://x.com/lars02193633,93,109,0,80,89
PiaMiaCrypto,https://x.com/PiaMiaCrypto,139,478,3082,80,89
phil99571,https://x.com/phil99571,75,58,143,80,89
AripHida14,https://x.com/AripHida14,84,566,32,80,89
BrunoBytesPods,https://x.com/BrunoBytesPods,126,40,22,80,89
BubbJames,https://x.com/BubbJames,51,43,26,80,89
RFQTrades,https://x.com/RFQTrades,3379,389,6096,80,89
Thebluepill8,https://x.com/Thebluepill8,72,76,1,80,89
DJNoRequest20,https://x.com/DJNoRequest20,81,198,6,80,89
Burkin_Bags,https://x.com/Burkin_Bags,146,366,0,80,89
Edwinv889,https://x.com/Edwinv889,116,1347,76,80,89
VivreCapital,https://x.com/VivreCapital,162,219,69,80,89
p_van_o,https://x.com/p_van_o,49,74,2,80,89
MarekHerz,https://x.com/MarekHerz,94,1082,2060,80,89
robo_verde,https://x.com/robo_verde,53,57,5,80,89
willchxm,https://x.com/willchxm,59,224,27,80,89
ksquares,https://x.com/ksquares,235,4169,442,80,89
losnadimis,https://x.com/losnadimis,557,2379,695,80,89
UtopiaKuBali,https://x.com/UtopiaKuBali,21,57,140,80,89
EthanHolt692303,https://x.com/EthanHolt692303,129,92,102,80,89
Grootbiel,https://x.com/Grootbiel,18,37,5,80,89
BrevinClaassen,https://x.com/BrevinClaassen,21,109,186,80,89
SocioEconoQuant,https://x.com/SocioEconoQuant,133,281,1,80,89
MuhammadGhias,https://x.com/MuhammadGhias,442,271,1,80,89
btc_filou,https://x.com/btc_filou,20,102,113,80,89
cryptoburtn,https://x.com/cryptoburtn,164,107,221,80,89
vr1857,https://x.com/vr1857,192,914,490,80,89
its_sunilkumar,https://x.com/its_sunilkumar,92,577,582,80,89
acherock,https://x.com/acherock,77,56,2,80,89
stephan_wolkow,https://x.com/stephan_wolkow,395,348,29,80,89
Sodak_PLS,https://x.com/Sodak_PLS,265,134,208,80,89
donna236mp,https://x.com/donna236mp,6,1237,200,80,89
jo12126122,https://x.com/jo12126122,41,54,2,80,89
JohnAus72831450,https://x.com/JohnAus72831450,39,507,2262,80,89
RashidHamzala75,https://x.com/RashidHamzala75,27,75,16,80,89
SP1RALARCH1T3CT,https://x.com/SP1RALARCH1T3CT,252,813,34,80,89
AkielAsvat,https://x.com/AkielAsvat,25,56,0,80,89
powerplay24,https://x.com/powerplay24,301,1601,135,80,89
crypticsms87021,https://x.com/crypticsms87021,177,114,83,80,89
Kamuoshi,https://x.com/Kamuoshi,1926,228,4,80,89
Piotr69905527,https://x.com/Piotr69905527,135,322,0,80,89
Cocuun_baby,https://x.com/Cocuun_baby,105,143,2,80,89
josef_f_holzer,https://x.com/josef_f_holzer,0,106,0,80,89
nat167297074937,https://x.com/nat167297074937,38,6,837,80,89
CallMeGlenHodl,https://x.com/CallMeGlenHodl,301,890,0,80,89
LeivaEddee,https://x.com/LeivaEddee,48,55,3,80,89
MikeSmi72503503,https://x.com/MikeSmi72503503,80,62,2,80,89
EshofRuben,https://x.com/EshofRuben,246,357,5,80,89
Xavid_XX34,https://x.com/Xavid_XX34,388,324,155,80,89
1mentebrilhante,https://x.com/1mentebrilhante,42,392,14,80,89
Rakshasas7,https://x.com/Rakshasas7,43,105,4,80,89
daodalus,https://x.com/daodalus,962,3788,360,80,89
alexscheelmeyer,https://x.com/alexscheelmeyer,96,936,341,80,89
joseph_desa,https://x.com/joseph_desa,9,12,0,80,89
LoRober1,https://x.com/LoRober1,262,200,3,80,89
shanghaiste,https://x.com/shanghaiste,139,349,0,80,89
carlogil,https://x.com/carlogil,151,555,936,80,89
Stephen19955,https://x.com/Stephen19955,846,2958,999,80,89
daroh01,https://x.com/daroh01,237,439,0,80,89
needsmocoins,https://x.com/needsmocoins,48,40,104,80,89
FreeatMountier,https://x.com/FreeatMountier,499,621,1605,80,89
BizzaAsh,https://x.com/BizzaAsh,44,198,82,80,89
ZachWar84348139,https://x.com/ZachWar84348139,26,56,0,80,89
denetwerker,https://x.com/denetwerker,394,2012,281,80,89
lxa6155511,https://x.com/lxa6155511,544,3549,641,80,89
ncdebann,https://x.com/ncdebann,0,147,5,80,89
spinthemarkets,https://x.com/spinthemarkets,133,62,39,80,89
Jaketh1747091,https://x.com/Jaketh1747091,237,109,139,80,89
gotdatlive,https://x.com/gotdatlive,672,2865,788,80,89
BartDave_,https://x.com/BartDave_,43,67,0,80,89
B__Bastian,https://x.com/B__Bastian,178,700,44,80,89
herbalhippie78,https://x.com/herbalhippie78,82,54,14,80,89
oneissuevoteBTC,https://x.com/oneissuevoteBTC,205,132,107,80,89
frimichi,https://x.com/frimichi,208,1440,1476,80,89
AlexPay39120534,https://x.com/AlexPay39120534,0,509,3,80,89
laskar_mer31133,https://x.com/laskar_mer31133,80,207,10,80,89
MichielsenToon,https://x.com/MichielsenToon,201,327,9,80,89
andreaszwei,https://x.com/andreaszwei,79,259,12,80,89
IrishT29358,https://x.com/IrishT29358,430,904,494,80,89
Johnloc_ng,https://x.com/Johnloc_ng,66,34,0,80,89
ToJaLele,https://x.com/ToJaLele,40,187,25,80,89
DAVIDNMKMMA,https://x.com/DAVIDNMKMMA,275,238,0,80,89
chris_harkins,https://x.com/chris_harkins,13,59,10,80,89
ricardo_vch,https://x.com/ricardo_vch,189,1940,107,80,89
adonisdailyy,https://x.com/adonisdailyy,83,107,5,80,89
chaosyoung,https://x.com/chaosyoung,87,194,7,80,89
ReigningLiberty,https://x.com/ReigningLiberty,0,71,0,80,89
afireinside851,https://x.com/afireinside851,128,363,2,80,89
watsbm,https://x.com/watsbm,26,1552,120,80,89
MiramonBaptiste,https://x.com/MiramonBaptiste,0,47,26,80,89
dataeatworld,https://x.com/dataeatworld,131,107,9,80,89
InvestingFomo,https://x.com/InvestingFomo,21,23,23,80,89
ChromeDomeDisco,https://x.com/ChromeDomeDisco,221,647,1761,80,89
rxkawilarang,https://x.com/rxkawilarang,26,130,53,80,89
FarBetterCoach,https://x.com/FarBetterCoach,161,274,6,80,89
nucasaspain,https://x.com/nucasaspain,192,50,9,80,89
hootyhocrypto,https://x.com/hootyhocrypto,119,1021,49,80,89
21Bstreet,https://x.com/21Bstreet,117,72,117,80,89
Showmedamoney94,https://x.com/Showmedamoney94,88,48,0,80,89
darkosan,https://x.com/darkosan,111,1084,12,80,89
halimaktas741,https://x.com/halimaktas741,236,2221,776,80,89
Runner8146,https://x.com/Runner8146,0,43,0,80,89
clicks_on_links,https://x.com/clicks_on_links,105,139,1,80,89
seoguru_se,https://x.com/seoguru_se,66,63,4,80,89
patrickobiekwe,https://x.com/patrickobiekwe,106,674,33,80,89
NigelRooke,https://x.com/NigelRooke,10,244,56,80,89
BaderWendy20810,https://x.com/BaderWendy20810,31,43,39,80,89
expon3ntial,https://x.com/expon3ntial,468,998,370,80,89
YusukeSlayer,https://x.com/YusukeSlayer,598,3193,4386,80,89
flashtea,https://x.com/flashtea,64,12,4,80,89
MielsOnWhls,https://x.com/MielsOnWhls,430,2453,54,80,89
abela_veronica,https://x.com/abela_veronica,69,718,2190,80,89
casicasiunico,https://x.com/casicasiunico,107,347,1232,80,89
FelicienMazille,https://x.com/FelicienMazille,38,86,0,80,89
BorisM_3000,https://x.com/BorisM_3000,146,159,1,80,89
PetricicDamir,https://x.com/PetricicDamir,10,34,15,80,89
marotta0308,https://x.com/marotta0308,138,195,9,80,89
pjdcampbell,https://x.com/pjdcampbell,162,497,257,80,89
MagnuszLars,https://x.com/MagnuszLars,48,66,2,80,89
fm____b,https://x.com/fm____b,217,969,991,80,89
Vefsna1,https://x.com/Vefsna1,0,40,0,80,89
fighter100MUSDT,https://x.com/fighter100MUSDT,133,387,29,80,89
___shenzo___,https://x.com/___shenzo___,105,538,71,80,89
serpo115,https://x.com/serpo115,258,247,422,80,89
JamesCheesbrou3,https://x.com/JamesCheesbrou3,142,127,0,80,89
HankHavana,https://x.com/HankHavana,47,325,486,80,89
jhua4597,https://x.com/jhua4597,35,53,6,80,89
fzj997,https://x.com/fzj997,153,365,0,80,89
Dulrj1974,https://x.com/Dulrj1974,17,277,372,80,89
GovernFerg13381,https://x.com/GovernFerg13381,89,27,22,80,89
MikeGaribay12,https://x.com/MikeGaribay12,315,2720,197,80,89
BenMoss72521776,https://x.com/BenMoss72521776,581,155,0,80,89
casinoevi,https://x.com/casinoevi,18,19,4,80,89
Aldorello21,https://x.com/Aldorello21,269,267,13,80,89
Leigh14579942,https://x.com/Leigh14579942,0,108,7,80,89
J_McClane12,https://x.com/J_McClane12,736,2462,14025,80,89
MarcusMurray001,https://x.com/MarcusMurray001,1,984,4347,80,89
welivvinnlife,https://x.com/welivvinnlife,290,1241,746,80,89
DarrenS01754916,https://x.com/DarrenS01754916,167,276,2,80,89
sdjeric,https://x.com/sdjeric,17,70,18,80,89
GozunkerTweets,https://x.com/GozunkerTweets,306,208,17,80,89
Anibal26240144,https://x.com/Anibal26240144,154,150,37,80,89
MayisKirakosyan,https://x.com/MayisKirakosyan,75,201,0,80,89
Leewong396001,https://x.com/Leewong396001,261,429,120,80,89
CryptoCurmudgon,https://x.com/CryptoCurmudgon,111,145,1270,80,89
juanma60318388,https://x.com/juanma60318388,152,189,1,80,89
stackinxbt,https://x.com/stackinxbt,460,4494,2233,80,89
WarriorRockBurn,https://x.com/WarriorRockBurn,69,99,5,80,89
qtrbubble,https://x.com/qtrbubble,68,375,356,80,89
Scotty746318092,https://x.com/Scotty746318092,350,126,566,80,89
PTrumpptr,https://x.com/PTrumpptr,17,41,16,80,89
Bitzer21,https://x.com/Bitzer21,176,141,77,80,89
Mavenbrandz,https://x.com/Mavenbrandz,421,1830,188,80,89
nounou_1990,https://x.com/nounou_1990,166,512,3449,80,89
john92230727,https://x.com/john92230727,175,345,4,80,89
FriendTreeHappy,https://x.com/FriendTreeHappy,265,201,223,80,89
louminaughty,https://x.com/louminaughty,49,121,1,80,89
Napib45,https://x.com/Napib45,127,715,48,80,89
z00m_out,https://x.com/z00m_out,654,3556,1860,80,89
flex_johns3593,https://x.com/flex_johns3593,136,77,46,80,89
GarooKang0,https://x.com/GarooKang0,108,156,83,80,89
maebronx,https://x.com/maebronx,50,329,48,80,89
catchylua,https://x.com/catchylua,137,224,0,80,89
stephan_shr,https://x.com/stephan_shr,64,17,1,80,89
jackal_2023,https://x.com/jackal_2023,31,116,1799,80,89
carynlavenda,https://x.com/carynlavenda,172,683,1603,80,89
linktoshi8,https://x.com/linktoshi8,205,268,600,80,89
TicoDanes,https://x.com/TicoDanes,122,199,24,80,89
AE8266252548183,https://x.com/AE8266252548183,250,1113,282,80,89
eckcapital,https://x.com/eckcapital,185,558,21,80,89
Noname1043738,https://x.com/Noname1043738,227,191,1605,80,89
